phylum,class,order,family,genus,value
Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,197
Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,695
Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sagittula,88
Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassobius,1
Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,123
Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,82
Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,166
Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,122
Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,169
Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,1002
Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,375
Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma,38
Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,45
Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Neorickettsia,30
Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,93
Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Wolbachia,117
Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Citromicrobium,65
Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,187
Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,392
Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,139
Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,397
Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,196
Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas,125
Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,585
Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Oligella,1
Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Sutterella,100
Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,6663
Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,29
Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Salinispora,154
Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,11272
Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Alicycliphilus,3085
Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Aquabacterium,1
Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,3309
Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Curvibacter,11
Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,2309
Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Leptothrix,235
Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnobacter,23
Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Methylibium,163
Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,1433
Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rubrivivax,1
Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Thiomonas,288
Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,868
Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Verminephrobacter,521
Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,4
Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Cupriavidus,707
Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,114
Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herminiimonas,222
Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,451
Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,808
Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Polynucleobacter,82
Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Ralstonia,1903
Proteobacteria,Betaproteobacteria,Gallionellales,Gallionellaceae,Gallionella,81
Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,Thiobacillus,77
Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylobacillus,173
Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,37
Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Chromobacterium,454
Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Eikenella,63
Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,139
Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,2446
Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,152
Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azoarcus,343
Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Dechloromonas,1102
Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Thauera,14
Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Zoogloea,2
Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovorax,84
Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,429
Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfarculus,117
Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus,48
Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfotignum,3
Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,171
Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfotalea,226
Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium,85
Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila,368
Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,1781
Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Lawsonia,37
Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas,134
Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,493
Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Pelobacteraceae,Pelobacter,211
Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,Cystobacter,3
Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,69
Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Anaeromyxobacter,169
Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,165
Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Plesiocystis,65
Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,90
Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Syntrophus,236
Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,65
Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,419
Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,602
Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum,81
Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,303
Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfuricurvum,33
Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfurimonas,112
Proteobacteria,Epsilonproteobacteria,Nautiliales,Nautiliaceae,Caminibacter,13
Proteobacteria,Epsilonproteobacteria,Nautiliales,Nautiliaceae,Nautilia,22
Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,222
Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Tolumonas,1016
Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Ruminobacter,3
Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,276
Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Cellvibrio,91
Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,11
Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,238
Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,85
Proteobacteria,Gammaproteobacteria,Alteromonadales,Ferrimonadaceae,Ferrimonas,38
Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,108
Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella,24
Proteobacteria,Gammaproteobacteria,Alteromonadales,OM60,Congregibacter,47
Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,123
Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,1402
Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,80
Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Allochromatium,110
Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Nitrosococcus,556
Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiocapsa,1
Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Halorhodospira,37
Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,135
Proteobacteria,Gammaproteobacteria,Chromatiales,Halothiobacillaceae,Halothiobacillus,32
Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Arsenophonus,111
Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Buchnera,57
Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,697
Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Dickeya,165
Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella,407
Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,3672
Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Erwinia,552
Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Gluconacetobacter,213
Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,2208
Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Morganella,1
Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Photorhabdus,617
Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Proteus,381
Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Providencia,498
Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,3866
Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,542
Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Sodalis,1036
Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,1966
Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella,44
Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Rickettsiella,15
Proteobacteria,Gammaproteobacteria,Legionellales,Francisellaceae,Francisella,135
Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,187
Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,42
Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Hahella,224
Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Chromohalobacter,133
Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,148
Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,183
Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Reinekea,53
Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,718
Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,133
Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Avibacterium,1
Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,1845
Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,365
Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella,79
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,14085
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter,842
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,72
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,745
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,6935
Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,63
Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Thiomicrospira,106
Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Beggiatoa,30
Proteobacteria,Gammaproteobacteria,Vibrionales,Pseudoalteromonadaceae,Pseudoalteromonas,228
Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio,63
Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,517
Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,1873
Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,195
Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,1019
Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,1124
Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella,866
Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,43
Spirochaetes,Brachyspirae,Brachyspirales,Brachyspiraceae,Brachyspira,162
Spirochaetes,Leptospirae,Leptospirales,Leptospiraceae,Leptospira,102
Spirochaetes,Spirochaetes,Borreliales,Borreliaceae,Borrelia,64
Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Spirochaeta,231
Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema,226
Synergistetes,Synergistia,Synergistales,Anaerobaculaceae,Anaerobaculum,34
Synergistetes,Synergistia,Synergistales,Dethiosulfovibrionaceae,Aminobacterium,78
Synergistetes,Synergistia,Synergistales,Dethiosulfovibrionaceae,Pyramidobacter,162
Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,38
Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Anaeroplasma,1
Tenericutes,Mollicutes,Entomoplasmatales,Entomoplasmataceae,Mesoplasma,17
Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,294
Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Ureaplasma,55
Thermi,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,220
Thermi,Deinococci,Deinococcales,Trueperaceae,Truepera,35
Thermi,Deinococci,Thermales,Thermaceae,Meiothermus,105
Thermi,Deinococci,Thermales,Thermaceae,Oceanithermus,23
Thermi,Deinococci,Thermales,Thermaceae,Thermus,96
Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Fervidobacterium,38
Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Kosmotoga,30
Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Marinitoga,9
Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Petrotoga,121
Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermosipho,56
Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,116
Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,82
Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Coraliomargarita,20
Verrucomicrobia,Pedosphaerae,Pedosphaerales,Pedosphaeraceae,Pedosphaera,57
Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,91
Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Akkermansia,726
Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,3
Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Rubritalea,1
Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Verrucomicrobium,86
